Unnamed: 0,codice_cliente,Prodotto,Area di Bisogno,Data di Emissione,Premio_Ricorrente,Premio_Unico,Capitale_Rivalutato,Massimale,Stato_Polizza,Data_Scadenza,Canale_Acquisizione,Commissione_Perc,Premio_Totale_Annuo,Commissione_Euro,Costi_Operativi,Margine_Lordo,Importo_Liquidato,Sinistri_Totali,Loss_Ratio
11227.0,16129,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2024-01-16,528.0,,,500000.0,Attiva,2025-01-16,Rete Diretta Agenziale,0.179,528.0,95,111.2865006314487,322,44329.0,44329,3.0
11228.0,16129,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2024-06-26,251.0,,708.0,,Attiva,2025-06-26,Rete Diretta Agenziale,0.047,251.0,12,39.50449831084836,199,,0,0.0
11229.0,16130,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2016-01-18,564.0,,,1000000.0,Attiva,2017-01-18,Rete Diretta Agenziale,0.138,564.0,78,110.47781773936656,376,,0,0.0
11230.0,16130,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2023-01-06,,40357.0,43054.0,,Attiva,2024-01-06,Rete Diretta Agenziale,0.023,0.0,0,0.0,0,,0,0.0
11231.0,16131,Polizza Salute e Infortuni: Salute Protetta,Protezione,2015-04-25,580.0,,,100000.0,Scaduta,2016-04-25,Rete Diretta Agenziale,0.15,580.0,87,139.41684435331976,354,,0,0.0
11232.0,16131,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2017-01-13,328.0,,,200000.0,Scaduta,2018-01-13,Rete Diretta Agenziale,0.138,328.0,45,65.30397893194494,218,,0,0.0
11233.0,16131,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2017-10-02,,98954.0,134535.0,,Attiva,2018-10-02,Rete Diretta Agenziale,0.035,0.0,0,0.0,0,,0,0.0
11234.0,16131,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2019-05-04,425.0,,30167.0,,Attiva,2020-05-04,Rete Diretta Agenziale,0.023,425.0,10,65.57877516601891,349,,0,0.0
11235.0,16132,Polizza Salute e Infortuni: Salute Protetta,Protezione,2012-09-25,767.0,,,100000.0,Scaduta,2013-09-25,Rete Diretta Agenziale,0.121,767.0,93,165.22218998966255,509,,0,0.0
11236.0,16132,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2006-07-09,583.0,,,100000.0,Attiva,2007-07-09,Rete Diretta Agenziale,0.175,583.0,102,110.97600414196133,370,,0,0.0
11237.0,16133,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2021-03-08,282.0,,13285.0,,Attiva,2022-03-08,Rete Diretta Agenziale,0.039,282.0,11,43.05450748616994,228,,0,0.0
11238.0,16134,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2020-04-04,788.0,,,1000000.0,Scaduta,2021-04-04,Rete Diretta Agenziale,0.174,788.0,137,158.81543935810396,492,,0,0.0
11239.0,16135,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2016-08-25,792.0,,,200000.0,Attiva,2017-08-25,Rete Diretta Agenziale,0.136,792.0,108,172.76073064643592,511,,0,0.0
11240.0,16136,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2021-05-11,201.0,,9221.0,,Attiva,2022-05-11,Rete Diretta Agenziale,0.04,201.0,8,37.92781330945489,155,,0,0.0
11241.0,16138,Polizza Salute e Infortuni: Salute Protetta,Protezione,2013-09-27,917.0,,,200000.0,Scaduta,2014-09-27,Rete Diretta Agenziale,0.125,917.0,115,145.5877562727155,656,,0,0.0
11242.0,16139,Polizza Salute e Infortuni: Salute Protetta,Protezione,2020-05-10,776.0,,,800000.0,Attiva,2021-05-10,Rete Diretta Agenziale,0.125,776.0,97,173.6775188059175,505,,0,0.0
11243.0,16139,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2021-02-18,138.0,,6329.0,,Attiva,2022-02-18,Rete Diretta Agenziale,0.039,138.0,5,25.20938262650697,108,,0,0.0
11244.0,16141,Polizza Salute e Infortuni: Salute Protetta,Protezione,2020-12-13,734.0,,,100000.0,Attiva,2021-12-13,Rete Diretta Agenziale,0.122,734.0,90,151.92801518865016,492,,0,0.0
11245.0,16141,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2022-01-04,,55162.0,62137.0,,Attiva,2023-01-04,Rete Diretta Agenziale,0.036,0.0,0,0.0,0,,0,0.0
11246.0,16141,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2020-06-18,283.0,,16635.0,,Attiva,2021-06-18,Rete Diretta Agenziale,0.028,283.0,8,69.79746620784654,205,45827.0,45827,3.0
11247.0,16143,Polizza Salute e Infortuni: Salute Protetta,Protezione,2020-02-10,925.0,,,350000.0,Attiva,2021-02-10,Rete Diretta Agenziale,0.137,925.0,127,163.7334093583309,634,10218.0,10218,3.0
11248.0,16143,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2019-05-03,705.0,,,200000.0,Scaduta,2020-05-03,Rete Diretta Agenziale,0.159,705.0,112,119.73655504393024,473,,0,0.0
11249.0,16144,Polizza Salute e Infortuni: Salute Protetta,Protezione,2015-02-02,377.0,,,200000.0,Attiva,2016-02-02,Rete Diretta Agenziale,0.125,377.0,47,93.76323518380217,236,,0,0.0
11250.0,16144,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2022-08-25,305.0,,,100000.0,Attiva,2023-08-25,Rete Diretta Agenziale,0.127,305.0,39,73.46951555959657,193,,0,0.0
11251.0,16145,Polizza Salute e Infortuni: Salute Protetta,Protezione,2022-11-17,551.0,,,350000.0,Attiva,2023-11-17,Rete Diretta Agenziale,0.159,551.0,88,90.35691255295936,373,,0,0.0
11252.0,16145,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2023-03-06,280.0,,5656.0,,Attiva,2024-03-06,Rete Diretta Agenziale,0.041,280.0,11,61.27955223826044,208,,0,0.0
11253.0,16146,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2021-06-28,443.0,,,500000.0,Attiva,2022-06-28,Rete Diretta Agenziale,0.137,443.0,61,82.49184167930643,300,,0,0.0
11254.0,16147,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2014-08-14,662.0,,,350000.0,Attiva,2015-08-14,Rete Diretta Agenziale,0.161,662.0,107,165.12528513047153,390,,0,0.0
11255.0,16147,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2018-01-27,485.0,,,500000.0,Scaduta,2019-01-27,Rete Diretta Agenziale,0.135,485.0,65,102.77828266888314,317,,0,0.0
11256.0,16147,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2024-06-25,136.0,,388.0,,Attiva,2025-06-25,Rete Diretta Agenziale,0.024,136.0,3,24.77006659705329,108,,0,0.0
11257.0,16148,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2023-04-16,200.0,,3620.0,,Attiva,2024-04-16,Rete Diretta Agenziale,0.037,200.0,7,44.831301265234025,148,,0,0.0
11258.0,16150,Polizza Salute e Infortuni: Salute Protetta,Protezione,2021-10-09,840.0,,,200000.0,Attiva,2022-10-09,Rete Diretta Agenziale,0.16,840.0,134,181.8577050589928,524,,0,0.0
11259.0,16150,Polizza Salute e Infortuni: Salute Protetta,Protezione,2021-03-02,179.0,,8548.0,,Attiva,2022-03-02,Rete Diretta Agenziale,0.032,179.0,6,36.8406136080588,136,,0,0.0
11260.0,16152,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2024-10-11,210.0,,,100000.0,Attiva,2025-10-11,Rete Diretta Agenziale,0.159,210.0,33,51.02122492428532,126,,0,0.0
11261.0,16152,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2024-09-15,,36214.0,36224.0,,Attiva,2025-09-15,Rete Diretta Agenziale,0.021,0.0,0,0.0,0,,0,0.0
11262.0,16152,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2024-06-14,217.0,,701.0,,Attiva,2025-06-14,Rete Diretta Agenziale,0.049,217.0,11,41.376039543567344,165,,0,0.0
11263.0,16153,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2020-07-13,445.0,,,1000000.0,Attiva,2021-07-13,Rete Diretta Agenziale,0.123,445.0,55,96.74243127006282,293,,0,0.0
11264.0,16153,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2019-04-16,,95984.0,117868.0,,Attiva,2020-04-16,Rete Diretta Agenziale,0.048,0.0,0,0.0,0,47624.0,47624,0.0
11265.0,16153,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2021-09-23,461.0,,17895.0,,Attiva,2022-09-23,Rete Diretta Agenziale,0.044,461.0,20,112.74712311055907,328,,0,0.0
11266.0,16153,Polizza Salute e Infortuni: Salute Protetta,Protezione,2024-12-27,129.0,,-414.0,,Attiva,2025-12-27,Rete Diretta Agenziale,0.027,129.0,3,23.171532895900345,103,,0,0.0
11267.0,16155,Polizza Salute e Infortuni: Salute Protetta,Protezione,2021-09-21,891.0,,,200000.0,Attiva,2022-09-21,Rete Diretta Agenziale,0.156,891.0,139,138.19899254651008,614,,0,0.0
11268.0,16155,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2012-01-25,361.0,,,500000.0,Scaduta,2013-01-25,Rete Diretta Agenziale,0.138,361.0,50,70.4588120988199,241,,0,0.0
11269.0,16156,Polizza Salute e Infortuni: Salute Protetta,Protezione,2012-08-16,631.0,,,100000.0,Scaduta,2013-08-16,Rete Diretta Agenziale,0.176,631.0,111,114.42630118474436,406,,0,0.0
11270.0,16156,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2017-07-22,354.0,,36309.0,,Attiva,2018-07-22,Rete Diretta Agenziale,0.034,354.0,12,84.11491078548408,258,,0,0.0
11271.0,16157,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2017-03-24,566.0,,,500000.0,Scaduta,2018-03-24,Rete Diretta Agenziale,0.176,566.0,100,132.69927436197,333,,0,0.0
11272.0,16157,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2003-04-10,,19776.0,46561.0,,Attiva,2004-04-10,Rete Diretta Agenziale,0.025,0.0,0,0.0,0,,0,0.0
11273.0,16157,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2007-12-26,225.0,,81433.0,,Scaduta,2008-12-26,Rete Diretta Agenziale,0.04,225.0,9,43.97602872476502,172,,0,0.0
11274.0,16158,Polizza Salute e Infortuni: Salute Protetta,Protezione,2022-05-07,628.0,,,350000.0,Attiva,2023-05-07,Rete Diretta Agenziale,0.125,628.0,78,95.7008144216507,454,,0,0.0
11275.0,16158,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2022-02-07,251.0,,,500000.0,Attiva,2023-02-07,Rete Diretta Agenziale,0.179,251.0,45,60.320740835448674,146,,0,0.0
11276.0,16161,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2012-10-07,608.0,,,500000.0,Scaduta,2013-10-07,Rete Diretta Agenziale,0.147,608.0,89,110.69529466094193,408,,0,0.0
11277.0,16162,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2020-12-27,748.0,,,100000.0,Attiva,2021-12-27,Rete Diretta Agenziale,0.144,748.0,108,155.44426198183055,485,,0,0.0
11278.0,16164,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2008-05-03,,24213.0,51747.0,,Scaduta,2009-05-03,Rete Diretta Agenziale,0.023,0.0,0,0.0,0,,0,0.0
11279.0,16165,Polizza Salute e Infortuni: Salute Protetta,Protezione,2022-12-13,674.0,,,800000.0,Attiva,2023-12-13,Rete Diretta Agenziale,0.168,674.0,113,128.14878233192874,433,,0,0.0
11280.0,16165,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2023-08-14,209.0,,2795.0,,Attiva,2024-08-14,Rete Diretta Agenziale,0.049,209.0,10,38.5724894473322,160,,0,0.0
11281.0,16166,Polizza Salute e Infortuni: Salute Protetta,Protezione,2024-10-10,630.0,,,100000.0,Attiva,2025-10-10,Rete Diretta Agenziale,0.167,630.0,105,102.19026691723111,423,,0,0.0
11282.0,16166,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2023-12-21,290.0,,,1000000.0,Attiva,2024-12-21,Rete Diretta Agenziale,0.151,290.0,44,55.83755085923711,190,,0,0.0
11283.0,16166,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2023-03-19,471.0,,8747.0,,Attiva,2024-03-19,Rete Diretta Agenziale,0.028,471.0,13,99.8963088642514,358,,0,0.0
11284.0,16167,Polizza Salute e Infortuni: Salute Protetta,Protezione,2022-03-18,691.0,,,800000.0,Attiva,2023-03-18,Rete Diretta Agenziale,0.162,691.0,112,107.62203292247776,471,,0,0.0
11285.0,16167,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2017-04-26,374.0,,,200000.0,Attiva,2018-04-26,Rete Diretta Agenziale,0.157,374.0,59,58.83522680739401,256,,0,0.0
11286.0,16167,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2015-06-15,,56180.0,86224.0,,Scaduta,2016-06-15,Rete Diretta Agenziale,0.034,0.0,0,0.0,0,,0,0.0
11287.0,16167,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2024-07-11,301.0,,698.0,,Attiva,2025-07-11,Rete Diretta Agenziale,0.027,301.0,8,57.791145315832985,235,,0,0.0
11288.0,16167,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2020-07-25,163.0,,9888.0,,Attiva,2021-07-25,Rete Diretta Agenziale,0.049,163.0,8,31.77235153186784,123,,0,0.0
11289.0,16168,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2008-06-05,208.0,,,500000.0,Scaduta,2009-06-05,Rete Diretta Agenziale,0.12,208.0,25,37.45390990247832,146,,0,0.0
11290.0,16168,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2013-09-25,407.0,,76104.0,,Scaduta,2014-09-25,Rete Diretta Agenziale,0.039,407.0,16,65.56613293308648,325,,0,0.0
11291.0,16169,Polizza Salute e Infortuni: Salute Protetta,Protezione,2016-02-17,305.0,,,100000.0,Scaduta,2017-02-17,Rete Diretta Agenziale,0.159,305.0,48,65.18523689934298,192,,0,0.0
11292.0,16169,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2013-04-25,,64768.0,98263.0,,Scaduta,2014-04-25,Rete Diretta Agenziale,0.038,0.0,0,0.0,0,,0,0.0
11293.0,16169,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2020-01-20,225.0,,15631.0,,Attiva,2021-01-20,Rete Diretta Agenziale,0.024,225.0,5,42.19715117446863,178,,0,0.0
11294.0,16170,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2008-06-03,633.0,,,350000.0,Scaduta,2009-06-03,Rete Diretta Agenziale,0.176,633.0,111,132.96239617921654,389,,0,0.0
11295.0,16170,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2019-10-07,257.0,,17934.0,,Attiva,2020-10-07,Rete Diretta Agenziale,0.032,257.0,8,56.70076994965511,192,,0,0.0
11296.0,16171,Polizza Salute e Infortuni: Salute Protetta,Protezione,2011-10-26,658.0,,,200000.0,Scaduta,2012-10-26,Rete Diretta Agenziale,0.126,658.0,83,127.27170253880269,448,,0,0.0
11297.0,16171,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2019-11-23,627.0,,,100000.0,Scaduta,2020-11-23,Rete Diretta Agenziale,0.173,627.0,108,136.65683448365664,382,,0,0.0
11298.0,16171,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2005-01-23,144.0,,77921.0,,Scaduta,2006-01-23,Rete Diretta Agenziale,0.025,144.0,4,23.472742910628725,117,,0,0.0
11299.0,16172,Polizza Salute e Infortuni: Salute Protetta,Protezione,2024-08-28,655.0,,,100000.0,Attiva,2025-08-28,Rete Diretta Agenziale,0.13,655.0,85,128.68075061319558,441,,0,0.0
11300.0,16172,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2024-07-04,,21181.0,21375.0,,Attiva,2025-07-04,Rete Diretta Agenziale,0.032,0.0,0,0.0,0,,0,0.0
11301.0,16173,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2020-08-24,545.0,,,1000000.0,Scaduta,2021-08-24,Rete Diretta Agenziale,0.173,545.0,94,101.8318221097106,349,,0,0.0
11302.0,16174,Polizza Salute e Infortuni: Salute Protetta,Protezione,2015-10-19,390.0,,,100000.0,Scaduta,2016-10-19,Rete Diretta Agenziale,0.125,390.0,49,88.17659124270071,253,,0,0.0
11303.0,16174,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2016-09-19,589.0,,,1000000.0,Scaduta,2017-09-19,Rete Diretta Agenziale,0.123,589.0,72,90.96333739071648,426,,0,0.0
11304.0,16175,Polizza Salute e Infortuni: Salute Protetta,Protezione,2010-10-06,889.0,,,800000.0,Scaduta,2011-10-06,Rete Diretta Agenziale,0.171,889.0,152,173.7131939221047,563,,0,0.0
11305.0,16176,Polizza Salute e Infortuni: Salute Protetta,Protezione,2020-12-28,853.0,,,200000.0,Attiva,2021-12-28,Rete Diretta Agenziale,0.173,853.0,148,163.51725824181696,541,,0,0.0
11306.0,16178,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2009-11-19,517.0,,,500000.0,Scaduta,2010-11-19,Rete Diretta Agenziale,0.123,517.0,64,120.99928395726718,332,,0,0.0
11307.0,16178,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2009-07-19,,46880.0,80924.0,,Attiva,2010-07-19,Rete Diretta Agenziale,0.039,0.0,0,0.0,0,6031.0,6031,0.0
11308.0,16179,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2008-10-18,273.0,,,200000.0,Scaduta,2009-10-18,Rete Diretta Agenziale,0.174,273.0,48,60.12144658037473,165,,0,0.0
11309.0,16181,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2019-02-05,125.0,,10583.0,,Attiva,2020-02-05,Rete Diretta Agenziale,0.039,125.0,5,24.884419764343416,95,,0,0.0
11310.0,16182,Polizza Salute e Infortuni: Salute Protetta,Protezione,2024-08-09,876.0,,,200000.0,Attiva,2025-08-09,Rete Diretta Agenziale,0.163,876.0,143,194.4206224471262,539,,0,0.0
11311.0,16182,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2024-08-26,293.0,,,200000.0,Attiva,2025-08-26,Rete Diretta Agenziale,0.137,293.0,40,58.61603550525187,194,,0,0.0
11312.0,16182,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2024-10-03,356.0,,-164.0,,Attiva,2025-10-03,Rete Diretta Agenziale,0.042,356.0,15,77.9031336854833,263,,0,0.0
11313.0,16182,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2024-03-24,239.0,,1422.0,,Attiva,2025-03-24,Rete Diretta Agenziale,0.023,239.0,5,46.46900304477558,188,,0,0.0
11314.0,16183,Polizza Salute e Infortuni: Salute Protetta,Protezione,2021-08-03,788.0,,,100000.0,Attiva,2022-08-03,Rete Diretta Agenziale,0.176,788.0,139,149.06806208388969,500,,0,0.0
11315.0,16183,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2012-07-17,382.0,,,100000.0,Attiva,2013-07-17,Rete Diretta Agenziale,0.167,382.0,64,79.44835604988982,239,,0,0.0
11316.0,16183,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2005-01-08,,39174.0,87064.0,,Scaduta,2006-01-08,Rete Diretta Agenziale,0.024,0.0,0,0.0,0,,0,0.0
11317.0,16184,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2013-04-09,301.0,,,500000.0,Scaduta,2014-04-09,Rete Diretta Agenziale,0.177,301.0,53,51.88124540057942,196,,0,0.0
11318.0,16185,Polizza Salute e Infortuni: Salute Protetta,Protezione,2006-11-12,750.0,,,200000.0,Attiva,2007-11-12,Rete Diretta Agenziale,0.145,750.0,109,143.46906374349155,498,,0,0.0
11319.0,16185,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2018-02-06,255.0,,26239.0,,Attiva,2019-02-06,Rete Diretta Agenziale,0.034,255.0,9,62.91736836824288,183,,0,0.0
11320.0,16185,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2016-06-21,108.0,,15051.0,,Scaduta,2017-06-21,Rete Diretta Agenziale,0.037,108.0,4,26.57325476363344,77,,0,0.0
11321.0,16186,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2022-10-18,380.0,,9437.0,,Attiva,2023-10-18,Rete Diretta Agenziale,0.031,380.0,12,86.12760355125356,282,,0,0.0
11322.0,16187,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2024-12-12,162.0,,-447.0,,Attiva,2025-12-12,Rete Diretta Agenziale,0.037,162.0,6,40.32150291614685,116,,0,0.0
11323.0,16188,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2023-09-28,273.0,,3252.0,,Attiva,2024-09-28,Rete Diretta Agenziale,0.027,273.0,7,53.834414892280215,212,,0,0.0
11324.0,16190,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2020-08-24,418.0,,,1000000.0,Scaduta,2021-08-24,Rete Diretta Agenziale,0.147,418.0,61,72.82619262894222,284,,0,0.0
11325.0,16191,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2013-03-01,153.0,,31118.0,,Scaduta,2014-03-01,Rete Diretta Agenziale,0.03,153.0,5,34.24961624968742,114,,0,0.0
11326.0,16191,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2012-11-17,67.0,,15129.0,,Attiva,2013-11-17,Rete Diretta Agenziale,0.045,67.0,3,11.550709745675386,52,,0,0.0
11327.0,16192,Polizza Salute e Infortuni: Salute Protetta,Protezione,2024-11-02,722.0,,,800000.0,Attiva,2025-11-02,Rete Diretta Agenziale,0.177,722.0,128,113.04161116166637,481,,0,0.0
11328.0,16192,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2024-01-08,326.0,,,1000000.0,Attiva,2025-01-08,Rete Diretta Agenziale,0.167,326.0,54,74.71345322397036,197,,0,0.0
11329.0,16192,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2024-05-18,197.0,,818.0,,Attiva,2025-05-18,Rete Diretta Agenziale,0.048,197.0,9,31.013421714329247,157,,0,0.0
11330.0,16193,Polizza Salute e Infortuni: Salute Protetta,Protezione,2022-06-18,546.0,,,100000.0,Attiva,2023-06-18,Rete Diretta Agenziale,0.144,546.0,79,83.98799409001104,383,,0,0.0
11331.0,16193,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2023-01-09,129.0,,2711.0,,Attiva,2024-01-09,Rete Diretta Agenziale,0.021,129.0,3,22.07629753134396,104,,0,0.0
11332.0,16194,Polizza Salute e Infortuni: Salute Protetta,Protezione,2016-06-27,327.0,,,800000.0,Scaduta,2017-06-27,Rete Diretta Agenziale,0.15,327.0,49,74.13617077772552,204,,0,0.0
11333.0,16194,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2023-03-09,496.0,,,200000.0,Attiva,2024-03-09,Rete Diretta Agenziale,0.154,496.0,76,115.30838474307016,305,,0,0.0
11334.0,16195,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2005-06-13,373.0,,,200000.0,Scaduta,2006-06-13,Rete Diretta Agenziale,0.15,373.0,56,82.63158788475378,234,,0,0.0
11335.0,16195,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2020-08-08,66.0,,3687.0,,Attiva,2021-08-08,Rete Diretta Agenziale,0.023,66.0,2,14.457681545636165,50,,0,0.0
11336.0,16196,Polizza Salute e Infortuni: Salute Protetta,Protezione,2023-09-21,756.0,,,350000.0,Attiva,2024-09-21,Rete Diretta Agenziale,0.143,756.0,108,139.29173659830855,509,,0,0.0
11337.0,16196,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2023-09-17,321.0,,,200000.0,Attiva,2024-09-17,Rete Diretta Agenziale,0.126,321.0,40,51.29181406302613,230,,0,0.0
11338.0,16198,Polizza Salute e Infortuni: Salute Protetta,Protezione,2023-03-16,410.0,,,100000.0,Attiva,2024-03-16,Rete Diretta Agenziale,0.178,410.0,73,97.00306449759026,240,,0,0.0
11339.0,16198,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2022-11-23,155.0,,3756.0,,Attiva,2023-11-23,Rete Diretta Agenziale,0.027,155.0,4,27.20298097748792,124,,0,0.0
11340.0,16199,Polizza Salute e Infortuni: Salute Protetta,Protezione,2020-11-05,661.0,,,200000.0,Attiva,2021-11-05,Rete Diretta Agenziale,0.136,661.0,90,110.53383377625347,460,,0,0.0
11341.0,16199,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2022-11-27,,17809.0,18952.0,,Attiva,2023-11-27,Rete Diretta Agenziale,0.029,0.0,0,0.0,0,3690.0,3690,0.0
11342.0,16200,Polizza Salute e Infortuni: Salute Protetta,Protezione,2007-08-15,863.0,,,100000.0,Scaduta,2008-08-15,Rete Diretta Agenziale,0.144,863.0,124,139.27277473037756,600,,0,0.0
11343.0,16200,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2006-01-14,238.0,,,200000.0,Scaduta,2007-01-14,Rete Diretta Agenziale,0.166,238.0,40,53.61277747868872,144,,0,0.0
11344.0,16200,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2005-10-01,278.0,,162930.0,,Scaduta,2006-10-01,Rete Diretta Agenziale,0.032,278.0,9,47.06877259628438,222,,0,0.0
11345.0,16202,Polizza Salute e Infortuni: Salute Protetta,Protezione,2017-04-22,778.0,,,100000.0,Attiva,2018-04-22,Rete Diretta Agenziale,0.169,778.0,131,152.66353582643387,494,,0,0.0
11346.0,16202,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2005-07-09,242.0,,,200000.0,Scaduta,2006-07-09,Rete Diretta Agenziale,0.123,242.0,30,43.532144944754656,168,16026.0,16026,3.0
11347.0,16202,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2008-10-24,419.0,,97320.0,,Attiva,2009-10-24,Rete Diretta Agenziale,0.04,419.0,17,86.62360653054,315,,0,0.0
11348.0,16202,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2017-09-19,85.0,,8264.0,,Attiva,2018-09-19,Rete Diretta Agenziale,0.037,85.0,3,14.926334722962448,67,20404.0,20404,3.0
11349.0,16203,Polizza Salute e Infortuni: Salute Protetta,Protezione,2022-11-23,384.0,,,100000.0,Attiva,2023-11-23,Rete Diretta Agenziale,0.121,384.0,46,64.2229744727961,274,,0,0.0
11350.0,16203,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2023-03-10,,77981.0,83335.0,,Attiva,2024-03-10,Rete Diretta Agenziale,0.023,0.0,0,0.0,0,,0,0.0
11351.0,16203,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2020-06-10,323.0,,18755.0,,Scaduta,2021-06-10,Rete Diretta Agenziale,0.047,323.0,15,79.69386692226712,228,,0,0.0
11352.0,16204,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2014-04-20,588.0,,,500000.0,Attiva,2015-04-20,Rete Diretta Agenziale,0.131,588.0,77,104.18683269926204,407,,0,0.0
