codice_cliente,Data_Interazione,Tipo_Interazione,Motivo,Durata_Minuti,Esito,Note,Conversione
15487,2024-07-02,Visita Agente,Consulenza,,Neutrale,,False
15487,2024-09-29,Chiamata Telefonica,Pagamento Premio,0.0,Positivo,,False
15487,2025-02-04,Chiamata Telefonica,Richiesta Preventivo,13.0,Positivo,,True
15487,2025-07-28,Visita Agente,Consulenza,,Positivo,Da ricontattare,False
15487,2025-10-03,Chiamata Telefonica,Richiesta Preventivo,15.0,Positivo,,False
15488,2024-01-11,App Mobile,Sinistro,,Positivo,,False
15488,2024-02-19,Email,Pagamento Premio,,Positivo,,False
15488,2025-05-22,Email,Rinnovo,8.0,Positivo,,False
15488,2025-06-03,Email,Richiesta Preventivo,,Positivo,,False
15488,2025-08-20,Chat Online,Sinistro,19.0,Neutrale,,False
15489,2023-12-30,Chiamata Telefonica,Reclamo,,Positivo,,False
15489,2025-05-02,Chiamata Telefonica,Consulenza,10.0,Neutrale,,False
15489,2025-06-07,App Mobile,Consulenza,0.0,Positivo,Richiesta follow-up,False
15490,2024-11-23,Visita Agente,Richiesta Info Prodotto,39.0,Negativo,Da ricontattare,False
15490,2025-02-19,Visita Agente,Rinnovo,0.0,Neutrale,,False
15490,2025-04-04,Visita Agente,Richiesta Preventivo,0.0,Positivo,,False
15491,2024-07-28,Email,Consulenza,25.0,Positivo,Cliente interessato,False
15491,2024-11-15,App Mobile,Reclamo,3.0,Negativo,,False
15491,2025-05-11,App Mobile,Consulenza,,Neutrale,Da ricontattare,False
15492,2024-04-30,Chiamata Telefonica,Pagamento Premio,5.0,Positivo,,False
15493,2024-02-03,App Mobile,Modifica Polizza,14.0,Positivo,,False
15493,2024-03-03,Chat Online,Sinistro,,Neutrale,,False
15493,2024-06-08,Chiamata Telefonica,Pagamento Premio,,Neutrale,Cliente interessato,False
15493,2024-06-21,Visita Agente,Sinistro,,Positivo,,False
15493,2024-09-03,Visita Agente,Richiesta Preventivo,3.0,Neutrale,Richiesta follow-up,False
15493,2024-09-06,Chat Online,Rinnovo,2.0,Positivo,,False
15493,2024-12-10,Visita Agente,Modifica Polizza,7.0,Positivo,,False
15493,2025-04-01,Chat Online,Rinnovo,,Neutrale,Da ricontattare,False
15493,2025-09-07,App Mobile,Reclamo,4.0,Neutrale,Da ricontattare,False
15493,2025-11-26,App Mobile,Consulenza,,Positivo,,True
15494,2024-05-22,Visita Agente,Consulenza,21.0,Positivo,,True
15494,2024-06-19,Visita Agente,Consulenza,8.0,Neutrale,,False
15495,2024-04-30,App Mobile,Sinistro,2.0,Positivo,Cliente interessato,False
15495,2024-09-08,Email,Modifica Polizza,8.0,Positivo,Cliente interessato,False
15495,2025-09-26,App Mobile,Richiesta Info Prodotto,12.0,Positivo,,True
15496,2025-01-08,Chat Online,Reclamo,8.0,Negativo,,False
15496,2025-03-05,Chat Online,Richiesta Info Prodotto,,Negativo,,False
15496,2025-07-27,Email,Rinnovo,27.0,Positivo,,False
15497,2024-07-25,Visita Agente,Reclamo,13.0,Neutrale,Cliente interessato,False
15497,2024-12-27,Chiamata Telefonica,Consulenza,,Positivo,,False
15497,2025-03-03,Visita Agente,Sinistro,,Positivo,,False
15497,2025-06-23,Visita Agente,Consulenza,22.0,Negativo,,False
15497,2025-07-12,App Mobile,Sinistro,12.0,Positivo,,False
15497,2025-08-08,Email,Modifica Polizza,,Positivo,,False
15497,2025-11-23,Chiamata Telefonica,Richiesta Info Prodotto,7.0,Neutrale,Da ricontattare,False
15498,2025-01-23,Chiamata Telefonica,Richiesta Info Prodotto,,Positivo,Richiesta follow-up,False
15498,2025-02-02,Chat Online,Richiesta Info Prodotto,52.0,Positivo,,False
15498,2025-03-10,Visita Agente,Rinnovo,16.0,Positivo,,False
15498,2025-08-30,Chat Online,Reclamo,,Neutrale,,False
15498,2025-09-19,Visita Agente,Rinnovo,,Positivo,,False
15499,2025-04-26,Visita Agente,Sinistro,19.0,Positivo,,False
15499,2025-08-27,Chiamata Telefonica,Rinnovo,7.0,Positivo,,False
15500,2024-04-14,Visita Agente,Richiesta Info Prodotto,7.0,Negativo,Da ricontattare,False
15500,2024-04-23,Visita Agente,Sinistro,21.0,Positivo,,False
15500,2024-10-23,Chat Online,Richiesta Preventivo,0.0,Negativo,Da ricontattare,False
15500,2025-03-03,Visita Agente,Rinnovo,0.0,Positivo,,False
15500,2025-03-16,Chiamata Telefonica,Reclamo,22.0,Neutrale,,False
15500,2025-04-14,Email,Consulenza,10.0,Positivo,,True
15501,2024-02-22,Visita Agente,Rinnovo,39.0,Positivo,,False
15501,2025-06-27,Chiamata Telefonica,Reclamo,10.0,Positivo,,False
15502,2024-01-04,Chiamata Telefonica,Pagamento Premio,23.0,Positivo,,False
15502,2024-06-16,App Mobile,Richiesta Info Prodotto,1.0,Negativo,,False
15502,2025-01-14,Chat Online,Richiesta Preventivo,,Positivo,,False
15502,2025-03-23,Email,Pagamento Premio,4.0,Positivo,Richiesta follow-up,False
15503,2024-03-01,Chat Online,Rinnovo,,Positivo,,False
15503,2024-07-04,Chiamata Telefonica,Reclamo,10.0,Neutrale,,False
15503,2024-08-15,Chiamata Telefonica,Rinnovo,25.0,Positivo,,False
15503,2024-08-28,Email,Rinnovo,,Positivo,,False
15503,2025-08-09,Chat Online,Pagamento Premio,2.0,Positivo,,False
15504,2025-03-24,Chiamata Telefonica,Sinistro,,Neutrale,,False
15504,2025-09-14,Chiamata Telefonica,Rinnovo,,Positivo,Da ricontattare,False
15504,2025-11-19,Visita Agente,Richiesta Preventivo,,Positivo,,False
15505,2024-01-04,Chiamata Telefonica,Reclamo,3.0,Positivo,Cliente interessato,False
15505,2024-05-03,Visita Agente,Richiesta Info Prodotto,,Negativo,Richiesta follow-up,False
15505,2024-06-01,Chiamata Telefonica,Rinnovo,6.0,Positivo,,False
15505,2025-04-01,Visita Agente,Richiesta Info Prodotto,17.0,Neutrale,,False
15505,2025-05-31,Chiamata Telefonica,Consulenza,2.0,Neutrale,,False
15505,2025-11-03,Email,Rinnovo,5.0,Positivo,Da ricontattare,False
15506,2024-02-09,Email,Rinnovo,,Positivo,,False
15506,2024-02-24,Email,Pagamento Premio,13.0,Positivo,,False
15506,2024-05-06,Email,Sinistro,,Positivo,,False
15506,2024-07-08,Chiamata Telefonica,Pagamento Premio,35.0,Positivo,,False
15506,2024-09-29,Email,Richiesta Preventivo,8.0,Positivo,Cliente interessato,False
15506,2025-10-02,Chat Online,Reclamo,9.0,Positivo,,False
15507,2024-04-20,Visita Agente,Modifica Polizza,,Positivo,,False
15507,2024-06-01,Visita Agente,Consulenza,1.0,Neutrale,,False
15507,2024-08-13,Visita Agente,Richiesta Preventivo,,Neutrale,,False
15507,2025-12-03,Visita Agente,Richiesta Info Prodotto,,Positivo,,False
15508,2025-04-08,Email,Modifica Polizza,12.0,Positivo,,False
15509,2024-01-19,App Mobile,Pagamento Premio,,Neutrale,,False
15509,2024-11-18,Chat Online,Pagamento Premio,,Neutrale,Cliente interessato,False
15509,2025-09-30,App Mobile,Richiesta Info Prodotto,6.0,Negativo,,False
15510,2025-06-24,Visita Agente,Sinistro,8.0,Positivo,Cliente interessato,False
15510,2025-07-20,Chat Online,Reclamo,3.0,Positivo,,False
15510,2025-09-03,App Mobile,Richiesta Info Prodotto,9.0,Positivo,,False
15510,2025-10-15,Visita Agente,Consulenza,45.0,Positivo,,False
15511,2024-02-20,Email,Consulenza,9.0,Positivo,,False
15511,2024-08-26,Email,Pagamento Premio,12.0,Positivo,Cliente interessato,False
15511,2024-10-15,Visita Agente,Richiesta Preventivo,4.0,Positivo,Cliente interessato,False
15512,2024-09-03,Email,Modifica Polizza,6.0,Positivo,Da ricontattare,False
15512,2024-11-25,App Mobile,Richiesta Preventivo,1.0,Neutrale,,False
15512,2025-04-13,Chiamata Telefonica,Richiesta Preventivo,2.0,Neutrale,,False
15513,2023-12-17,App Mobile,Richiesta Info Prodotto,6.0,Neutrale,,False
15513,2025-03-01,Chat Online,Modifica Polizza,,Positivo,Richiesta follow-up,False
15513,2025-04-13,Chat Online,Reclamo,,Positivo,,False
15513,2025-10-26,Chiamata Telefonica,Consulenza,46.0,Negativo,,False
15513,2025-10-27,Chiamata Telefonica,Sinistro,13.0,Positivo,,False
15515,2024-03-01,Visita Agente,Modifica Polizza,,Positivo,,False
15515,2024-09-23,Visita Agente,Richiesta Info Prodotto,,Negativo,Richiesta follow-up,False
15515,2025-01-22,Visita Agente,Reclamo,1.0,Positivo,Da ricontattare,False
15515,2025-07-15,Email,Pagamento Premio,,Positivo,,False
15515,2025-08-01,App Mobile,Consulenza,1.0,Positivo,,True
15515,2025-11-16,Visita Agente,Richiesta Preventivo,,Positivo,,False
15516,2024-05-30,Chat Online,Rinnovo,4.0,Positivo,,False
15516,2025-04-04,Visita Agente,Sinistro,4.0,Positivo,Da ricontattare,False
15517,2025-09-26,Chat Online,Sinistro,,Positivo,,False
15517,2025-10-12,Email,Reclamo,1.0,Neutrale,,False
15517,2025-11-11,Chiamata Telefonica,Richiesta Info Prodotto,7.0,Positivo,,False
15518,2023-12-26,Chat Online,Reclamo,1.0,Positivo,,False
15518,2024-07-03,App Mobile,Sinistro,10.0,Positivo,Richiesta follow-up,False
15518,2024-12-01,Visita Agente,Rinnovo,3.0,Neutrale,,False
15518,2024-12-06,Chiamata Telefonica,Richiesta Preventivo,,Neutrale,Richiesta follow-up,False
15518,2025-01-27,Chiamata Telefonica,Pagamento Premio,,Neutrale,,False
15518,2025-05-11,Chat Online,Rinnovo,3.0,Positivo,Cliente interessato,False
15518,2025-07-08,Chiamata Telefonica,Consulenza,7.0,Positivo,,False
15519,2024-11-03,Chat Online,Consulenza,,Positivo,,False
15520,2024-04-21,Email,Sinistro,,Positivo,Richiesta follow-up,False
15520,2025-07-19,App Mobile,Consulenza,24.0,Positivo,,False
15521,2024-06-13,Visita Agente,Rinnovo,15.0,Negativo,,False
15521,2024-08-28,Visita Agente,Rinnovo,10.0,Neutrale,Cliente interessato,False
15521,2025-01-03,App Mobile,Pagamento Premio,,Negativo,,False
15521,2025-02-25,Email,Richiesta Info Prodotto,5.0,Positivo,,False
15521,2025-03-27,Email,Richiesta Preventivo,29.0,Negativo,,False
15521,2025-04-09,Visita Agente,Pagamento Premio,5.0,Positivo,,False
15521,2025-11-09,App Mobile,Richiesta Preventivo,,Negativo,,False
15523,2024-11-02,Email,Rinnovo,6.0,Positivo,Cliente interessato,False
15523,2025-05-22,Email,Pagamento Premio,7.0,Neutrale,,False
15523,2025-08-07,Chat Online,Pagamento Premio,16.0,Positivo,,False
15523,2025-10-14,App Mobile,Richiesta Preventivo,,Positivo,,False
15524,2023-12-15,Chiamata Telefonica,Pagamento Premio,15.0,Positivo,Richiesta follow-up,False
15524,2024-04-02,App Mobile,Pagamento Premio,4.0,Positivo,,False
15525,2024-02-01,Visita Agente,Sinistro,13.0,Neutrale,Richiesta follow-up,False
15525,2024-04-21,Email,Pagamento Premio,46.0,Negativo,Cliente interessato,False
15525,2024-05-14,Email,Richiesta Preventivo,1.0,Positivo,Da ricontattare,False
15525,2024-07-05,App Mobile,Pagamento Premio,2.0,Positivo,,False
15525,2024-08-16,Visita Agente,Modifica Polizza,,Positivo,,False
15525,2025-04-07,Email,Consulenza,,Positivo,Richiesta follow-up,True
15525,2025-05-06,Chiamata Telefonica,Rinnovo,34.0,Positivo,,False
15526,2024-02-09,Email,Pagamento Premio,14.0,Neutrale,Richiesta follow-up,False
15526,2024-12-17,Visita Agente,Consulenza,,Positivo,,False
15526,2025-03-15,Visita Agente,Richiesta Info Prodotto,,Neutrale,,False
15526,2025-03-31,Visita Agente,Consulenza,33.0,Positivo,,True
15526,2025-04-27,Chiamata Telefonica,Richiesta Preventivo,29.0,Positivo,,False
15527,2024-05-07,Email,Modifica Polizza,5.0,Positivo,,False
15527,2024-10-29,Email,Rinnovo,23.0,Positivo,Cliente interessato,False
15527,2024-12-15,Visita Agente,Richiesta Preventivo,31.0,Positivo,,True
15527,2025-11-13,Email,Richiesta Info Prodotto,4.0,Positivo,,False
15528,2024-03-25,Visita Agente,Modifica Polizza,6.0,Neutrale,,False
15528,2024-12-31,Chiamata Telefonica,Rinnovo,4.0,Positivo,,False
15528,2025-01-13,Email,Richiesta Preventivo,,Neutrale,Richiesta follow-up,False
15528,2025-03-22,App Mobile,Sinistro,4.0,Positivo,Da ricontattare,False
15528,2025-05-13,Visita Agente,Rinnovo,,Positivo,,False
15528,2025-08-10,Chiamata Telefonica,Rinnovo,23.0,Positivo,,False
15528,2025-09-14,Visita Agente,Richiesta Info Prodotto,13.0,Positivo,,False
15529,2024-03-05,Visita Agente,Richiesta Preventivo,8.0,Positivo,,True
15529,2024-07-09,Visita Agente,Richiesta Info Prodotto,,Positivo,,False
15531,2024-04-17,Chiamata Telefonica,Modifica Polizza,5.0,Positivo,,False
15532,2025-04-14,Chiamata Telefonica,Modifica Polizza,14.0,Positivo,,False
15532,2025-09-09,Chiamata Telefonica,Rinnovo,3.0,Positivo,,False
15532,2025-11-13,Chat Online,Sinistro,14.0,Positivo,,False
15533,2025-05-09,Visita Agente,Reclamo,74.0,Neutrale,,False
15534,2024-12-09,Chiamata Telefonica,Rinnovo,29.0,Neutrale,,False
15534,2025-03-29,Visita Agente,Sinistro,8.0,Positivo,Da ricontattare,False
15535,2024-07-22,Chiamata Telefonica,Consulenza,8.0,Positivo,,False
15535,2024-08-19,App Mobile,Modifica Polizza,,Neutrale,,False
15535,2024-12-07,Visita Agente,Sinistro,,Positivo,Cliente interessato,False
15535,2025-11-12,Chat Online,Reclamo,45.0,Positivo,Richiesta follow-up,False
15535,2025-11-21,Chiamata Telefonica,Modifica Polizza,6.0,Neutrale,,False
15536,2024-05-02,Visita Agente,Reclamo,,Positivo,,False
15536,2024-10-28,Chiamata Telefonica,Sinistro,9.0,Positivo,,False
15536,2024-10-30,App Mobile,Rinnovo,10.0,Positivo,Richiesta follow-up,False
15536,2024-12-06,Visita Agente,Rinnovo,7.0,Neutrale,,False
15536,2025-01-16,Email,Rinnovo,,Negativo,Richiesta follow-up,False
15536,2025-02-24,App Mobile,Modifica Polizza,5.0,Positivo,Richiesta follow-up,False
15536,2025-03-07,Visita Agente,Richiesta Info Prodotto,,Negativo,,False
15536,2025-12-04,Chiamata Telefonica,Reclamo,9.0,Positivo,,False
15537,2024-07-03,Visita Agente,Pagamento Premio,23.0,Positivo,Cliente interessato,False
15537,2025-04-27,App Mobile,Reclamo,6.0,Neutrale,,False
15537,2025-10-20,Email,Reclamo,3.0,Negativo,,False
15538,2024-01-09,Visita Agente,Modifica Polizza,,Positivo,Cliente interessato,False
15538,2024-09-02,Chiamata Telefonica,Reclamo,9.0,Positivo,,False
15538,2025-05-18,Chat Online,Consulenza,0.0,Positivo,Cliente interessato,False
15539,2024-06-09,App Mobile,Rinnovo,34.0,Positivo,Cliente interessato,False
15539,2024-07-16,Chiamata Telefonica,Pagamento Premio,6.0,Positivo,Richiesta follow-up,False
15539,2025-09-26,Chat Online,Pagamento Premio,,Positivo,,False
15540,2024-05-24,Visita Agente,Reclamo,,Negativo,,False
15540,2024-06-03,App Mobile,Consulenza,10.0,Positivo,,False
15540,2024-07-14,Chat Online,Consulenza,20.0,Neutrale,Cliente interessato,False
15540,2024-09-16,Visita Agente,Pagamento Premio,,Positivo,,False
15540,2024-10-12,App Mobile,Sinistro,,Positivo,,False
15540,2024-11-23,App Mobile,Sinistro,9.0,Positivo,,False
15540,2025-02-10,Chat Online,Sinistro,,Neutrale,,False
15540,2025-02-18,Visita Agente,Rinnovo,34.0,Positivo,,False
15540,2025-03-09,Visita Agente,Richiesta Info Prodotto,22.0,Neutrale,,False
15541,2024-12-14,Visita Agente,Pagamento Premio,,Neutrale,,False
15541,2025-03-03,Chiamata Telefonica,Sinistro,,Positivo,,False
15541,2025-03-05,Chat Online,Modifica Polizza,,Positivo,,False
15541,2025-06-15,Visita Agente,Richiesta Preventivo,,Neutrale,,False
15541,2025-09-09,Visita Agente,Pagamento Premio,2.0,Positivo,,False
15542,2024-04-20,App Mobile,Modifica Polizza,6.0,Positivo,,False
15542,2024-05-20,Visita Agente,Pagamento Premio,10.0,Positivo,,False
15542,2024-06-16,App Mobile,Pagamento Premio,16.0,Positivo,,False
15542,2025-04-01,Chiamata Telefonica,Consulenza,15.0,Negativo,,False
15544,2024-12-17,Visita Agente,Reclamo,,Positivo,Da ricontattare,False
15545,2024-08-22,Visita Agente,Pagamento Premio,12.0,Positivo,,False
15545,2024-12-18,Chiamata Telefonica,Consulenza,7.0,Positivo,,False
15545,2025-02-15,Email,Modifica Polizza,36.0,Positivo,,False
15545,2025-05-02,Chiamata Telefonica,Reclamo,19.0,Neutrale,,False
15545,2025-10-03,Visita Agente,Consulenza,3.0,Negativo,,False
15545,2025-11-22,Chiamata Telefonica,Reclamo,34.0,Neutrale,Cliente interessato,False
15546,2024-01-23,Chiamata Telefonica,Sinistro,53.0,Positivo,,False
15547,2023-12-27,Visita Agente,Consulenza,,Positivo,Da ricontattare,False
15547,2024-04-04,Visita Agente,Rinnovo,4.0,Positivo,Richiesta follow-up,False
15547,2024-10-09,Email,Pagamento Premio,,Positivo,,False
15547,2024-10-20,Email,Richiesta Info Prodotto,2.0,Neutrale,,False
15547,2025-03-04,Email,Richiesta Preventivo,30.0,Negativo,,False
15547,2025-04-02,Chat Online,Consulenza,,Positivo,,False
15547,2025-08-13,Visita Agente,Rinnovo,28.0,Positivo,Da ricontattare,False
15547,2025-09-09,Email,Reclamo,12.0,Positivo,Da ricontattare,False
15547,2025-09-19,Email,Richiesta Preventivo,0.0,Positivo,,True
15547,2025-11-14,Email,Pagamento Premio,9.0,Positivo,,False
15548,2025-07-20,App Mobile,Rinnovo,13.0,Positivo,,False
15548,2025-10-27,Email,Rinnovo,,Positivo,,False
15549,2024-10-08,Email,Consulenza,,Positivo,Richiesta follow-up,False
15549,2024-12-18,Email,Sinistro,,Neutrale,,False
15550,2025-01-06,Chiamata Telefonica,Rinnovo,,Positivo,,False
15550,2025-02-18,Visita Agente,Pagamento Premio,,Positivo,,False
15550,2025-04-13,Email,Richiesta Preventivo,3.0,Positivo,Da ricontattare,False
15551,2024-01-29,Chiamata Telefonica,Rinnovo,,Positivo,,False
15551,2024-11-22,Email,Richiesta Preventivo,13.0,Negativo,Da ricontattare,False
15551,2024-12-29,Email,Consulenza,22.0,Positivo,,False
15552,2024-09-05,Chiamata Telefonica,Rinnovo,34.0,Negativo,,False
15552,2025-01-27,Chiamata Telefonica,Sinistro,17.0,Positivo,Da ricontattare,False
15552,2025-02-20,Email,Modifica Polizza,9.0,Positivo,Richiesta follow-up,False
15552,2025-08-12,Email,Sinistro,,Positivo,Richiesta follow-up,False
15553,2023-12-22,Email,Pagamento Premio,4.0,Positivo,Richiesta follow-up,False
15553,2023-12-27,Chat Online,Richiesta Preventivo,11.0,Positivo,,False
15553,2024-07-18,Visita Agente,Reclamo,,Neutrale,Da ricontattare,False
15553,2025-03-10,Email,Modifica Polizza,,Positivo,Cliente interessato,False
15553,2025-08-25,App Mobile,Richiesta Info Prodotto,2.0,Positivo,,False
15553,2025-10-27,App Mobile,Sinistro,41.0,Positivo,Richiesta follow-up,False
15554,2024-04-09,Visita Agente,Rinnovo,,Positivo,,False
15554,2024-08-15,Chiamata Telefonica,Richiesta Info Prodotto,13.0,Negativo,,False
15554,2024-09-09,Visita Agente,Consulenza,13.0,Neutrale,,False
15554,2025-12-02,Visita Agente,Richiesta Preventivo,0.0,Positivo,,True
15555,2025-01-28,App Mobile,Richiesta Preventivo,10.0,Positivo,,False
15555,2025-04-21,Email,Reclamo,8.0,Positivo,,False
15556,2024-01-11,Visita Agente,Sinistro,,Negativo,,False
15556,2024-01-25,Chiamata Telefonica,Reclamo,19.0,Positivo,,False
15556,2025-03-10,Visita Agente,Reclamo,3.0,Neutrale,,False
15557,2024-05-21,Chiamata Telefonica,Sinistro,15.0,Positivo,,False
15557,2024-09-26,Visita Agente,Reclamo,16.0,Negativo,,False
15557,2025-03-27,Chiamata Telefonica,Sinistro,50.0,Positivo,,False
15558,2025-04-27,Email,Modifica Polizza,,Positivo,,False
15558,2025-07-01,Chat Online,Richiesta Info Prodotto,7.0,Positivo,,False
15559,2024-03-15,Chiamata Telefonica,Consulenza,,Negativo,,False
15559,2024-11-19,Chat Online,Sinistro,40.0,Negativo,Cliente interessato,False
15559,2025-01-16,Chiamata Telefonica,Sinistro,,Neutrale,,False
15560,2024-04-06,Email,Rinnovo,,Neutrale,,False
15560,2025-07-01,Visita Agente,Rinnovo,3.0,Positivo,,False
15560,2025-09-20,Visita Agente,Pagamento Premio,,Neutrale,,False
15561,2025-01-19,Chiamata Telefonica,Modifica Polizza,4.0,Neutrale,,False
15561,2025-02-05,Email,Richiesta Preventivo,5.0,Positivo,,False
15561,2025-02-21,Visita Agente,Modifica Polizza,,Positivo,,False
15562,2024-11-19,Chat Online,Sinistro,5.0,Positivo,Da ricontattare,False
15562,2025-08-22,Visita Agente,Rinnovo,13.0,Positivo,,False
15563,2024-01-02,App Mobile,Richiesta Info Prodotto,27.0,Negativo,Da ricontattare,False
15563,2024-08-13,App Mobile,Rinnovo,11.0,Neutrale,Richiesta follow-up,False
15563,2024-12-30,Email,Sinistro,18.0,Positivo,,False
15564,2024-01-21,Chat Online,Reclamo,18.0,Positivo,,False
15564,2025-05-02,Chiamata Telefonica,Sinistro,9.0,Positivo,,False
15565,2024-05-11,Visita Agente,Modifica Polizza,19.0,Positivo,Cliente interessato,False
15565,2025-09-12,App Mobile,Richiesta Preventivo,,Negativo,,False
15566,2024-01-27,Chiamata Telefonica,Consulenza,22.0,Positivo,Da ricontattare,False
15566,2025-01-14,Visita Agente,Richiesta Info Prodotto,,Neutrale,,False
15566,2025-03-19,Visita Agente,Sinistro,,Positivo,Cliente interessato,False
15566,2025-05-27,Visita Agente,Richiesta Info Prodotto,1.0,Negativo,Da ricontattare,False
15566,2025-05-31,Chiamata Telefonica,Consulenza,7.0,Positivo,,False
15566,2025-09-02,Email,Sinistro,,Positivo,,False
15567,2024-09-18,Chiamata Telefonica,Richiesta Preventivo,,Positivo,Cliente interessato,False
15567,2024-12-05,Chiamata Telefonica,Rinnovo,35.0,Negativo,,False
15567,2024-12-10,Chiamata Telefonica,Richiesta Info Prodotto,13.0,Positivo,,False
15567,2024-12-30,Chat Online,Modifica Polizza,,Positivo,Cliente interessato,False
15567,2025-06-26,Visita Agente,Modifica Polizza,66.0,Neutrale,Cliente interessato,False
15567,2025-07-01,Visita Agente,Richiesta Info Prodotto,,Positivo,,True
15567,2025-09-05,Email,Reclamo,4.0,Neutrale,,False
15567,2025-11-30,Chat Online,Pagamento Premio,27.0,Positivo,Da ricontattare,False
15568,2024-02-19,Email,Consulenza,3.0,Positivo,,True
15568,2024-03-10,Visita Agente,Reclamo,,Neutrale,Cliente interessato,False
15568,2024-05-02,Visita Agente,Reclamo,12.0,Positivo,,False
15568,2024-07-21,Visita Agente,Richiesta Preventivo,0.0,Positivo,,True
15568,2025-02-08,Chiamata Telefonica,Consulenza,20.0,Positivo,Cliente interessato,True
15568,2025-05-09,Chiamata Telefonica,Sinistro,0.0,Positivo,Cliente interessato,False
15568,2025-08-06,Visita Agente,Richiesta Info Prodotto,9.0,Positivo,,False
15568,2025-08-06,Visita Agente,Consulenza,2.0,Positivo,,False
15569,2024-07-18,Chiamata Telefonica,Rinnovo,,Positivo,Richiesta follow-up,False
15570,2023-12-23,App Mobile,Richiesta Preventivo,21.0,Negativo,,False
15570,2024-07-01,App Mobile,Reclamo,,Negativo,,False
15570,2024-08-28,Email,Richiesta Preventivo,3.0,Negativo,,False
15571,2024-02-04,Chat Online,Pagamento Premio,,Positivo,,False
15571,2024-04-24,Chat Online,Modifica Polizza,10.0,Neutrale,,False
15571,2025-01-04,Visita Agente,Richiesta Info Prodotto,15.0,Negativo,,False
15571,2025-03-11,Chat Online,Rinnovo,9.0,Positivo,Da ricontattare,False
15571,2025-03-31,Chat Online,Richiesta Preventivo,5.0,Positivo,,False
15571,2025-08-20,Chiamata Telefonica,Sinistro,10.0,Positivo,,False
15571,2025-10-23,Email,Consulenza,1.0,Positivo,,False
15572,2024-11-27,Chiamata Telefonica,Richiesta Preventivo,15.0,Negativo,,False
15572,2025-08-10,Visita Agente,Rinnovo,,Neutrale,,False
15572,2025-10-24,Email,Pagamento Premio,9.0,Positivo,,False
15573,2023-12-19,Chiamata Telefonica,Sinistro,,Positivo,,False
15573,2025-02-04,App Mobile,Consulenza,,Positivo,Da ricontattare,False
15573,2025-02-04,Visita Agente,Richiesta Info Prodotto,,Neutrale,Cliente interessato,False
15574,2024-08-29,Visita Agente,Richiesta Preventivo,9.0,Negativo,,False
15575,2024-08-02,Email,Pagamento Premio,,Positivo,Richiesta follow-up,False
15575,2024-11-15,Visita Agente,Richiesta Preventivo,,Negativo,,False
15575,2025-04-09,App Mobile,Modifica Polizza,4.0,Positivo,Richiesta follow-up,False
15576,2024-05-21,Chat Online,Richiesta Preventivo,,Positivo,Cliente interessato,False
15576,2024-07-10,App Mobile,Reclamo,,Neutrale,,False
15576,2024-07-17,Visita Agente,Reclamo,7.0,Negativo,Da ricontattare,False
15576,2024-08-22,Visita Agente,Richiesta Info Prodotto,20.0,Positivo,,True
15576,2024-10-25,Chiamata Telefonica,Richiesta Info Prodotto,,Positivo,,False
15576,2024-12-06,Chiamata Telefonica,Rinnovo,48.0,Positivo,,False
15576,2024-12-29,Visita Agente,Pagamento Premio,18.0,Neutrale,,False
15576,2025-06-07,Chiamata Telefonica,Consulenza,,Positivo,,False
15576,2025-09-03,Email,Pagamento Premio,11.0,Positivo,,False
15576,2025-11-18,Chat Online,Consulenza,35.0,Positivo,Richiesta follow-up,False
15577,2024-03-26,Chiamata Telefonica,Richiesta Preventivo,,Positivo,Richiesta follow-up,False
15577,2024-06-03,Email,Rinnovo,,Neutrale,,False
15577,2024-07-28,Chiamata Telefonica,Richiesta Info Prodotto,37.0,Negativo,,False
15577,2024-09-19,Email,Richiesta Preventivo,14.0,Positivo,,True
15577,2024-12-08,App Mobile,Modifica Polizza,22.0,Neutrale,,False
15578,2024-01-20,Visita Agente,Consulenza,6.0,Neutrale,Richiesta follow-up,False
15578,2025-02-05,Chiamata Telefonica,Richiesta Info Prodotto,,Positivo,Da ricontattare,False
15579,2024-04-14,Chiamata Telefonica,Consulenza,,Negativo,,False
15579,2024-11-20,Chiamata Telefonica,Reclamo,4.0,Neutrale,Cliente interessato,False
15579,2024-12-24,Chiamata Telefonica,Modifica Polizza,2.0,Positivo,,False
15579,2025-01-18,Visita Agente,Sinistro,8.0,Neutrale,Da ricontattare,False
15579,2025-05-23,App Mobile,Consulenza,,Positivo,,False
15579,2025-09-02,Chiamata Telefonica,Modifica Polizza,33.0,Positivo,,False
15579,2025-09-19,Email,Pagamento Premio,1.0,Positivo,,False
15580,2024-01-03,Chiamata Telefonica,Pagamento Premio,4.0,Neutrale,,False
15580,2024-02-17,Visita Agente,Richiesta Info Prodotto,11.0,Positivo,,True
15580,2024-06-05,Email,Richiesta Info Prodotto,8.0,Positivo,,False
15580,2024-09-19,Visita Agente,Richiesta Preventivo,,Negativo,,False
15580,2024-11-23,Visita Agente,Reclamo,12.0,Positivo,,False
15580,2025-01-19,Visita Agente,Richiesta Preventivo,3.0,Positivo,,False
15581,2024-08-20,Email,Richiesta Info Prodotto,,Positivo,,True
15581,2025-10-31,Chat Online,Consulenza,35.0,Positivo,,True
15582,2025-11-05,Visita Agente,Reclamo,2.0,Positivo,Da ricontattare,False
15583,2025-01-30,Visita Agente,Sinistro,,Neutrale,,False
15583,2025-10-03,Email,Richiesta Info Prodotto,25.0,Negativo,,False
